genome	og	contig	start	end	strand	identity	coverage
GCA_003315725.1	142614at5125	CM010339.1	1380460	1381577	+	0.998	1.000
GCA_003315725.1	142659at5125	CM010335.1	2487120	2488270	-	0.9909	1.000
GCA_003315725.1	142711at5125	CM010336.1	2005407	2008423	+	0.9995	1.000
GCA_003315725.1	142717at5125	CM010335.1	1183582	1185344	-	0.9964	1.000
GCA_003315725.1	142744at5125	CM010338.1	2621973	2622817	-	1.0	1.000
GCA_003315725.1	142753at5125	CM010339.1	1172822	1176585	-	0.9982	1.000
GCA_003315725.1	142762at5125	CM010335.1	5316608	5319821	-	0.9919	1.000
GCA_003315725.1	142765at5125	CM010341.1	1591901	1592700	+	0.9959	1.000
GCA_003315725.1	142774at5125	CM010335.1	2197359	2198032	-	1.0	1.000
GCA_003315725.1	142792at5125	CM010340.1	1246801	1248088	-	0.995	1.000
GCA_003315725.1	142796at5125	CM010338.1	1695902	1696809	-	0.9803	1.000
GCA_003315725.1	142810at5125	CM010342.1	1787940	1789028	-	1.0	1.000
GCA_003315725.1	142866at5125	CM010337.1	2224468	2225516	-	1.0	1.000
GCA_003315725.1	142896at5125	CM010337.1	4773401	4774643	-	1.0	1.000
GCA_003315725.1	142908at5125	CM010338.1	1206182	1206666	-	1.0	1.000
GCA_003315725.1	142988at5125	CM010337.1	3477572	3478384	-	0.9958	1.000
GCA_003315725.1	143020at5125	CM010338.1	4281916	4283012	-	1.0	1.000
GCA_003315725.1	143035at5125	CM010339.1	2565810	2568211	-	0.9987	1.000
GCA_003315725.1	143045at5125	CM010335.1	2071715	2072804	-	0.9912	1.000
GCA_003315725.1	143113at5125	CM010341.1	1631167	1632600	+	1.0	1.000
GCA_003315725.1	143133at5125	CM010337.1	2022444	2022819	-	1.0	1.000
GCA_003315725.1	143201at5125	CM010335.1	1298439	1299575	-	0.9974	1.000
GCA_003315725.1	143274at5125	CM010335.1	3039458	3044059	-	0.9974	1.000
GCA_003315725.1	143279at5125	CM010338.1	3618355	3619427	+	0.993	1.000
GCA_003315725.1	143328at5125	CM010336.1	1618887	1621348	-	0.9987	1.000
GCA_003315725.1	143343at5125	CM010342.1	1200831	1203263	+	0.9887	1.000
GCA_003315725.1	143401at5125	CM010339.1	1747806	1749784	+	1.0	1.000
GCA_003315725.1	143419at5125	CM010337.1	4542201	4542797	+	0.9949	1.000
GCA_003315725.1	143435at5125	CM010335.1	3764430	3766138	-	0.9945	1.000
GCA_003315725.1	143455at5125	CM010335.1	5664261	5665034	+	0.9941	1.000
GCA_003315725.1	143458at5125	CM010338.1	3309887	3311871	+	0.9938	1.000
GCA_003315725.1	143494at5125	CM010342.1	1294147	1297597	-	0.9922	1.000
GCA_003315725.1	143525at5125	CM010341.1	2480171	2481556	+	1.0	1.000
GCA_003315725.1	143569at5125	CM010337.1	968341	968874	-	1.0	1.000
GCA_003315725.1	143572at5125	CM010338.1	2207155	2208723	-	0.998	1.000
GCA_003315725.1	143576at5125	CM010338.1	2538725	2539774	-	0.9817	1.000
GCA_003315725.1	143612at5125	CM010341.1	820110	821111	+	0.991	1.000
GCA_003315725.1	143650at5125	CM010335.1	2302161	2304271	+	1.0	1.000
GCA_003315725.1	143670at5125	CM010337.1	621089	622725	-	0.998	1.000
GCA_003315725.1	143695at5125	CM010339.1	2319094	2319888	+	1.0	1.000
GCA_003315725.1	143708at5125	CM010335.1	1796785	1798277	+	0.9979	1.000
GCA_003315725.1	143732at5125	CM010336.1	3770200	3772143	+	0.9978	1.000
GCA_003315725.1	143736at5125	CM010336.1	2694812	2696359	+	0.9981	1.000
GCA_003315725.1	143746at5125	CM010335.1	1341460	1345886	-	0.9979	1.000
GCA_003315725.1	143747at5125	CM010337.1	1465541	1467764	-	0.9924	1.000
GCA_003315725.1	143748at5125	CM010337.1	2220276	2222192	-	0.9969	1.000
GCA_003315725.1	143758at5125	CM010335.1	2826423	2827466	+	0.9909	1.000
GCA_003315725.1	143788at5125	CM010338.1	2682033	2683496	-	1.0	1.000
GCA_003315725.1	143798at5125	CM010342.1	868565	869935	-	0.9825	1.000
GCA_003315725.1	143800at5125	CM010339.1	2303294	2304515	+	1.0	1.000
GCA_003315725.1	143850at5125	CM010342.1	1352870	1355457	+	0.9976	1.000
GCA_003315725.1	143871at5125	CM010335.1	1835489	1836006	+	0.9851	1.000
GCA_003315725.1	143872at5125	CM010336.1	1232309	1232860	+	0.9921	1.000
GCA_003315725.1	143886at5125	CM010342.1	948369	949352	-	0.9969	1.000
GCA_003315725.1	143897at5125	CM010336.1	2551385	2551979	+	1.0	1.000
GCA_003315725.1	143904at5125	CM010341.1	1633080	1633908	-	0.9961	1.000
GCA_003315725.1	143962at5125	CM010336.1	1898986	1899980	-	1.0	0.976
GCA_003315725.1	143964at5125	CM010337.1	2424093	2426498	+	0.9988	1.000
GCA_003315725.1	143977at5125	CM010336.1	377073	378982	-	0.9967	1.000
GCA_003315725.1	144046at5125	CM010336.1	919867	920636	+	1.0	1.000
GCA_003315725.1	144059at5125	CM010335.1	1881568	1885203	-	0.9965	1.000
GCA_003315725.1	144088at5125	CM010339.1	1361605	1374747	+	0.9955	1.000
GCA_003315725.1	144097at5125	CM010337.1	3810915	3812351	+	0.9957	1.000
GCA_003315725.1	144112at5125	CM010336.1	2237975	2238641	-	1.0	1.000
GCA_003315725.1	144122at5125	CM010341.1	2554486	2555679	+	0.9924	1.000
GCA_003315725.1	144123at5125	CM010336.1	4355821	4356616	-	0.9478	1.000
GCA_003315725.1	144186at5125	CM010336.1	1336821	1338370	+	1.0	1.000
GCA_003315725.1	144225at5125	CM010336.1	3233418	3238257	+	0.9994	1.000
GCA_003315725.1	144228at5125	CM010337.1	946990	947623	-	1.0	1.000
GCA_003315725.1	144267at5125	CM010339.1	1190038	1190545	-	1.0	1.000
GCA_003315725.1	144297at5125	CM010335.1	3953682	3954987	-	1.0	1.000
GCA_003315725.1	144298at5125	CM010341.1	1223123	1225294	-	0.9959	1.000
GCA_003315725.1	144311at5125	CM010342.1	1760116	1762020	-	0.9921	1.000
GCA_003315725.1	144313at5125	CM010335.1	2494990	2496433	+	1.0	1.000
GCA_003315725.1	144326at5125	CM010335.1	1795271	1796537	-	0.9864	1.000
GCA_003315725.1	144360at5125	CM010338.1	1903938	1906170	+	1.0	1.000
GCA_003315725.1	144367at5125	CM010342.1	1795169	1795842	+	1.0	1.000
GCA_003315725.1	144375at5125	CM010337.1	2326606	2327507	+	1.0	1.000
GCA_003315725.1	144383at5125	CM010336.1	383341	384381	-	0.9756	1.000
GCA_003315725.1	144401at5125	CM010336.1	1349448	1351412	+	0.9969	1.000
GCA_003315725.1	144467at5125	CM010340.1	1894658	1895931	+	0.9926	1.000
GCA_003315725.1	144512at5125	CM010340.1	2338951	2339502	-	1.0	1.000
GCA_003315725.1	144516at5125	CM010341.1	733399	734664	+	0.9919	1.000
GCA_003315725.1	144517at5125	CM010337.1	4007828	4008904	-	1.0	1.000
GCA_003315725.1	144518at5125	CM010338.1	4128844	4135892	+	0.9991	1.000
GCA_003315725.1	144522at5125	CM010335.1	4422769	4424385	-	1.0	1.000
GCA_003315725.1	144552at5125	CM010338.1	1656197	1657873	+	1.0	1.000
GCA_003315725.1	144576at5125	CM010335.1	3684870	3690456	-	0.9963	1.000
GCA_003315725.1	144600at5125	CM010341.1	1187294	1188679	-	0.9927	1.000
GCA_003315725.1	144670at5125	CM010336.1	2966980	2968361	-	1.0	1.000
GCA_003315725.1	144726at5125	CM010340.1	1988914	1990080	+	0.9948	1.000
GCA_003315725.1	144753at5125	CM010335.1	1801678	1803324	+	0.9939	1.000
GCA_003315725.1	144773at5125	CM010335.1	3698483	3699631	+	0.9968	1.000
GCA_003315725.1	144785at5125	CM010336.1	1885585	1886913	-	0.9975	1.000
GCA_003315725.1	144815at5125	CM010341.1	2113226	2113788	+	1.0	1.000
GCA_003315725.1	144840at5125	CM010336.1	2234617	2235213	-	1.0	1.000
GCA_003315725.1	144864at5125	CM010339.1	1257192	1258377	-	1.0	1.000
GCA_003315725.1	144887at5125	CM010335.1	1528897	1530872	-	0.9844	1.000
GCA_003315725.1	144920at5125	CM010336.1	3490038	3491757	+	1.0	1.000
GCA_003315725.1	144922at5125	CM010335.1	766186	767254	+	0.9966	1.000
GCA_003315725.1	144945at5125	CM010335.1	3441385	3441736	-	0.9897	1.000
GCA_003315725.1	144967at5125	CM010336.1	4196177	4199111	-	0.9978	1.000
GCA_003315725.1	144971at5125	CM010341.1	1168271	1173496	-	0.9994	1.000
GCA_003315725.1	144984at5125	CM010340.1	2020673	2021940	-	1.0	1.000
GCA_003315725.1	145013at5125	CM010336.1	1919197	1920191	-	1.0	1.000
GCA_003315725.1	145064at5125	CM010341.1	1978617	1984137	-	0.9941	1.000
GCA_003315725.1	145079at5125	CM010342.1	1309418	1312496	-	0.9931	1.000
GCA_003315725.1	145125at5125	CM010336.1	456312	456713	+	1.0	1.000
GCA_003315725.1	145134at5125	CM010336.1	3157342	3158202	-	0.993	1.000
GCA_003315725.1	145156at5125	CM010342.1	2302715	2303954	+	1.0	1.000
GCA_003315725.1	145191at5125	CM010335.1	3482996	3485292	+	0.9968	1.000
GCA_003315725.1	145275at5125	CM010342.1	1350183	1351027	+	0.9885	1.000
GCA_003315725.1	145282at5125	CM010340.1	1292955	1297135	-	0.9905	1.000
GCA_003315725.1	145312at5125	CM010337.1	3689195	3694923	-	1.0	1.000
GCA_003315725.1	145316at5125	CM010337.1	969213	972911	+	0.9982	1.000
GCA_003315725.1	145353at5125	CM010335.1	2969351	2978071	-	0.9982	1.000
GCA_003315725.1	145359at5125	CM010335.1	3210018	3211535	-	0.9972	1.000
GCA_003315725.1	145386at5125	CM010340.1	3013091	3013929	+	1.0	1.000
GCA_003315725.1	145393at5125	CM010336.1	2329387	2330125	+	0.9891	1.000
GCA_003315725.1	145444at5125	CM010338.1	3675428	3681310	+	1.0	1.000
GCA_003315725.1	145447at5125	CM010335.1	3345641	3348044	-	0.9895	1.000
GCA_003315725.1	145460at5125	CM010336.1	1174209	1175611	-	0.9911	1.000
GCA_003315725.1	14550at5125	CM010337.1	2256383	2257459	-	0.997	1.000
GCA_003315725.1	145513at5125	CM010335.1	3189817	3190410	+	0.9949	1.000
GCA_003315725.1	145527at5125	CM010335.1	3003169	3005178	-	1.0	1.000
GCA_003315725.1	145576at5125	CM010336.1	3688028	3689028	-	0.9904	1.000
GCA_003315725.1	145577at5125	CM010336.1	2420623	2423371	-	0.9989	1.000
GCA_003315725.1	145580at5125	CM010340.1	2078157	2085777	+	0.979	1.000
GCA_003315725.1	145586at5125	CM010336.1	1363414	1364709	+	0.9974	1.000
GCA_003315725.1	145590at5125	CM010340.1	3449668	3452108	-	0.9974	1.000
GCA_003315725.1	145619at5125	CM010337.1	2307598	2308515	-	0.9869	1.000
GCA_003315725.1	145636at5125	CM010338.1	4312208	4313278	-	0.9944	1.000
GCA_003315725.1	145686at5125	CM010341.1	559267	560149	+	1.0	1.000
GCA_003315725.1	145704at5125	CM010341.1	1513072	1518221	+	0.9976	1.000
GCA_003315725.1	145724at5125	CM010339.1	3006226	3006807	-	0.9943	1.000
GCA_003315725.1	145732at5125	CM010335.1	2024864	2029479	+	0.9956	1.000
GCA_003315725.1	145737at5125	CM010338.1	4096632	4097666	-	0.9971	1.000
GCA_003315725.1	145748at5125	CM010336.1	3277791	3283054	+	0.9978	1.000
GCA_003315725.1	145764at5125	CM010335.1	3055922	3056870	+	0.9848	1.000
GCA_003315725.1	145765at5125	CM010339.1	3413433	3416246	+	0.9988	1.000
GCA_003315725.1	145767at5125	CM010339.1	1369011	1371827	+	0.9968	1.000
GCA_003315725.1	145777at5125	CM010337.1	4070324	4073272	+	0.9989	1.000
GCA_003315725.1	145779at5125	CM010336.1	1940836	1942115	-	0.9919	1.000
GCA_003315725.1	145780at5125	CM010335.1	5313033	5315347	-	0.9929	1.000
GCA_003315725.1	145787at5125	CM010338.1	3034215	3035413	+	0.9972	1.000
GCA_003315725.1	145806at5125	CM010338.1	2386713	2387863	+	0.988	1.000
GCA_003315725.1	145825at5125	CM010339.1	1137676	1140526	-	1.0	1.000
GCA_003315725.1	145843at5125	CM010338.1	752397	754461	-	0.9935	1.000
GCA_003315725.1	145874at5125	CM010335.1	3052970	3055173	-	0.9928	1.000
GCA_003315725.1	145875at5125	CM010336.1	3079670	3083161	+	0.9974	1.000
GCA_003315725.1	145877at5125	CM010337.1	2987172	2988146	-	0.987	1.000
GCA_003315725.1	145887at5125	CM010338.1	2225689	2227020	-	1.0	1.000
GCA_003315725.1	145901at5125	CM010336.1	2863771	2865003	+	0.9927	1.000
GCA_003315725.1	145948at5125	CM010342.1	908210	909308	-	0.985	1.000
GCA_003315725.1	145968at5125	CM010340.1	2435030	2439685	-	0.9954	1.000
GCA_003315725.1	145972at5125	CM010339.1	1390145	1391436	-	0.9873	1.000
GCA_003315725.1	145983at5125	CM010341.1	619900	621380	+	1.0	1.000
GCA_003315725.1	145990at5125	CM010335.1	1074661	1075367	+	1.0	1.000
GCA_003315725.1	146029at5125	CM010341.1	1557341	1557984	-	1.0	1.000
GCA_003315725.1	146108at5125	CM010337.1	831970	833136	-	0.9923	1.000
GCA_003315725.1	146113at5125	CM010342.1	924465	925320	-	1.0	1.000
GCA_003315725.1	146159at5125	CM010340.1	1173460	1180943	+	0.9937	1.000
GCA_003315725.1	146193at5125	CM010336.1	2821922	2824053	+	0.9985	1.000
GCA_003315725.1	146195at5125	CM010339.1	1756426	1757771	-	1.0	1.000
GCA_003315725.1	146210at5125	CM010335.1	5426288	5429245	+	1.0	1.000
GCA_003315725.1	146225at5125	CM010337.1	1462671	1463622	-	1.0	1.000
GCA_003315725.1	146260at5125	CM010335.1	2107826	2110659	-	0.9988	1.000
GCA_003315725.1	146304at5125	CM010340.1	2426997	2433718	+	0.9925	1.000
GCA_003315725.1	146305at5125	CM010339.1	3000430	3002655	+	0.996	1.000
GCA_003315725.1	146308at5125	CM010337.1	2281996	2282927	-	0.9966	1.000
GCA_003315725.1	146354at5125	CM010336.1	451583	453031	-	0.9959	1.000
GCA_003315725.1	146365at5125	CM010338.1	1508452	1509611	+	0.9944	1.000
GCA_003315725.1	146373at5125	CM010338.1	3265131	3266922	+	0.9944	1.000
GCA_003315725.1	146407at5125	CM010336.1	4647112	4650921	-	0.9889	1.000
GCA_003315725.1	146454at5125	CM010338.1	2111091	2113706	+	0.9953	1.000
GCA_003315725.1	146464at5125	CM010337.1	1895662	1896664	-	1.0	1.000
GCA_003315725.1	146492at5125	CM010339.1	849385	850863	+	0.9916	1.000
GCA_003315725.1	146527at5125	CM010336.1	2180651	2182979	+	0.9973	1.000
GCA_003315725.1	146584at5125	CM010339.1	1630441	1637046	-	0.996	1.000
GCA_003315725.1	146592at5125	CM010335.1	3646215	3647964	-	0.9964	1.000
GCA_003315725.1	146599at5125	CM010341.1	2371273	2374707	-	0.9957	1.000
GCA_003315725.1	146609at5125	CM010335.1	4502071	4502893	+	1.0	1.000
GCA_003315725.1	146614at5125	CM010337.1	2442491	2444433	-	0.9949	1.000
GCA_003315725.1	146620at5125	CM010336.1	698979	702577	-	0.9983	1.000
GCA_003315725.1	146650at5125	CM010341.1	1000169	1001179	+	0.9875	1.000
GCA_003315725.1	146684at5125	CM010335.1	1804577	1806201	-	0.9961	1.000
GCA_003315725.1	146710at5125	CM010341.1	2791885	2793514	-	0.9962	1.000
GCA_003315725.1	146713at5125	CM010336.1	3336536	3338507	-	0.9969	1.000
GCA_003315725.1	146718at5125	CM010338.1	3277481	3278617	+	1.0	1.000
GCA_003315725.1	146735at5125	CM010338.1	1251341	1254808	+	0.9869	1.000
GCA_003315725.1	146759at5125	CM010337.1	2758594	2761819	-	0.9991	1.000
GCA_003315725.1	146769at5125	CM010338.1	1147762	1149115	+	0.9876	1.000
GCA_003315725.1	146782at5125	CM010339.1	3679901	3684456	-	0.9968	1.000
GCA_003315725.1	146797at5125	CM010338.1	2022167	2023111	+	0.9964	1.000
GCA_003315725.1	146812at5125	CM010335.1	4834978	4836685	+	0.9981	1.000
GCA_003315725.1	146835at5125	CM010336.1	1947493	1949459	+	0.995	1.000
GCA_003315725.1	146838at5125	CM010337.1	1055318	1056249	-	1.0	1.000
GCA_003315725.1	146852at5125	CM010335.1	2310109	2313112	-	0.999	1.000
GCA_003315725.1	146866at5125	CM010338.1	3568683	3570257	+	0.9922	1.000
GCA_003315725.1	146869at5125	CM010341.1	1131965	1134063	+	0.9945	1.000
GCA_003315725.1	146886at5125	CM010341.1	2168016	2170392	+	0.9987	0.999
GCA_003315725.1	146904at5125	CM010336.1	1607475	1610384	-	0.9989	1.000
GCA_003315725.1	146939at5125	CM010339.1	2979750	2983802	-	0.9956	1.000
GCA_003315725.1	146944at5125	CM010338.1	2974316	2976103	-	1.0	1.000
GCA_003315725.1	146949at5125	CM010335.1	4118034	4119159	-	1.0	1.000
GCA_003315725.1	146956at5125	CM010339.1	2480504	2483228	+	0.9989	1.000
GCA_003315725.1	146958at5125	CM010342.1	2211640	2214004	-	0.9972	1.000
GCA_003315725.1	146966at5125	CM010340.1	2378773	2393775	+	0.9967	1.000
GCA_003315725.1	146969at5125	CM010341.1	1778843	1780248	+	0.9985	1.000
GCA_003315725.1	146977at5125	CM010335.1	2499597	2501342	+	0.9948	1.000
GCA_003315725.1	146989at5125	CM010339.1	2458775	2459665	+	1.0	1.000
GCA_003315725.1	146990at5125	CM010337.1	1775507	1778050	-	0.9961	1.000
GCA_003315725.1	147012at5125	CM010340.1	2165530	2168914	+	1.0	1.000
GCA_003315725.1	147014at5125	CM010337.1	4318685	4320637	-	1.0	1.000
GCA_003315725.1	147023at5125	CM010338.1	1035066	1042598	+	1.0	1.000
GCA_003315725.1	147050at5125	CM010336.1	1134841	1138941	-	0.9962	1.000
GCA_003315725.1	147056at5125	CM010335.1	5400702	5403390	-	0.9977	1.000
GCA_003315725.1	147070at5125	CM010337.1	1445855	1450939	-	1.0	1.000
GCA_003315725.1	147089at5125	CM010341.1	2226025	2227455	-	1.0	1.000
GCA_003315725.1	147097at5125	CM010340.1	1291623	1292736	+	0.9918	1.000
GCA_003315725.1	147100at5125	CM010335.1	1563273	1564399	+	1.0	1.000
GCA_003315725.1	147105at5125	CM010342.1	1416257	1418024	-	0.9948	1.000
GCA_003315725.1	147122at5125	CM010340.1	1358000	1361873	+	0.996	1.000
GCA_003315725.1	147132at5125	CM010338.1	2331634	2332676	+	1.0	1.000
GCA_003315725.1	147139at5125	CM010335.1	2634470	2636617	+	1.0	1.000
GCA_003315725.1	147165at5125	CM010342.1	441156	443123	-	0.9901	1.000
GCA_003315725.1	147187at5125	CM010336.1	3734312	3736684	-	0.9974	1.000
GCA_003315725.1	147196at5125	CM010342.1	1796615	1798153	-	0.998	1.000
GCA_003315725.1	147197at5125	CM010335.1	2187226	2189224	-	0.9828	1.000
GCA_003315725.1	147226at5125	CM010335.1	3090277	3091568	-	0.9976	1.000
GCA_003315725.1	147233at5125	CM010337.1	2252535	2253778	+	1.0	1.000
GCA_003315725.1	147242at5125	CM010339.1	3410092	3412086	+	0.9962	1.000
GCA_003315725.1	147258at5125	CM010335.1	3404303	3404719	-	0.9915	1.000
GCA_003315725.1	147285at5125	CM010340.1	3274625	3275263	+	0.984	1.000
GCA_003315725.1	147291at5125	CM010340.1	1656524	1657932	-	1.0	1.000
GCA_003315725.1	147292at5125	CM010335.1	3167222	3176133	+	0.9959	1.000
GCA_003315725.1	147307at5125	CM010341.1	907566	908801	+	0.9898	1.000
GCA_003315725.1	147312at5125	CM010336.1	1442882	1443683	-	1.0	1.000
GCA_003315725.1	147317at5125	CM010336.1	2238575	2247052	+	0.9831	1.000
GCA_003315725.1	147328at5125	CM010336.1	717606	722524	+	0.9953	1.000
GCA_003315725.1	147339at5125	CM010335.1	3863185	3865722	-	1.0	1.000
GCA_003315725.1	147351at5125	CM010338.1	1104940	1107545	-	1.0	1.000
GCA_003315725.1	147370at5125	CM010339.1	1283620	1286706	-	0.9932	1.000
GCA_003315725.1	147373at5125	CM010341.1	2118414	2120612	+	0.9986	1.000
GCA_003315725.1	147384at5125	CM010338.1	3024085	3025217	+	1.0	1.000
GCA_003315725.1	147386at5125	CM010335.1	2382175	2383443	+	0.981	1.000
GCA_003315725.1	147388at5125	CM010337.1	4414013	4415224	-	0.9876	1.000
GCA_003315725.1	147390at5125	CM010340.1	1628120	1628797	+	0.9952	1.000
GCA_003315725.1	147407at5125	CM010339.1	2767049	2769619	-	0.9963	1.000
GCA_003315725.1	147411at5125	CM010341.1	2332931	2336205	-	0.9981	1.000
GCA_003315725.1	147417at5125	CM010337.1	977731	980028	+	0.9958	1.000
GCA_003315725.1	147418at5125	CM010335.1	4319238	4324125	-	0.9981	1.000
GCA_003315725.1	147421at5125	CM010336.1	2151036	2152057	+	0.9956	1.000
GCA_003315725.1	147429at5125	CM010342.1	1229426	1231290	-	0.9983	1.000
GCA_003315725.1	147430at5125	CM010335.1	4254970	4257209	+	0.9881	1.000
GCA_003315725.1	147436at5125	CM010337.1	3412384	3424207	+	0.9963	1.000
GCA_003315725.1	147440at5125	CM010338.1	942081	943202	-	0.9989	1.000
GCA_003315725.1	147464at5125	CM010340.1	2556948	2558002	+	0.996	1.000
GCA_003315725.1	147480at5125	CM010336.1	2066296	2067732	+	0.9979	1.000
GCA_003315725.1	147482at5125	CM010341.1	1160864	1163085	+	0.9985	1.000
GCA_003315725.1	147491at5125	CM010339.1	1163451	1164090	-	0.9949	1.000
GCA_003315725.1	147496at5125	CM010335.1	5037494	5040858	+	0.9991	1.000
GCA_003315725.1	147509at5125	CM010338.1	3638969	3639550	-	1.0	1.000
GCA_003315725.1	147526at5125	CM010335.1	2861174	2861946	-	1.0	1.000
GCA_003315725.1	147534at5125	CM010339.1	2062254	2063195	-	1.0	1.000
GCA_003315725.1	147572at5125	CM010335.1	1387891	1391030	-	0.999	1.000
GCA_003315725.1	147594at5125	CM010339.1	1330707	1335242	+	0.9929	1.000
GCA_003315725.1	147604at5125	CM010339.1	430679	432559	+	0.9836	1.000
GCA_003315725.1	147615at5125	CM010338.1	2628976	2635219	+	0.9981	1.000
GCA_003315725.1	147629at5125	CM010335.1	4666594	4667990	-	0.9956	1.000
GCA_003315725.1	147679at5125	CM010337.1	2773990	2777755	+	0.9965	1.000
GCA_003315725.1	147704at5125	CM010337.1	1275273	1275893	+	0.9175	1.000
GCA_003315725.1	147706at5125	CM010340.1	2462484	2464836	-	0.9918	1.000
GCA_003315725.1	147709at5125	CM010339.1	3839639	3840852	+	0.9972	1.000
GCA_003315725.1	147710at5125	CM010341.1	1803855	1806186	+	0.9934	1.000
GCA_003315725.1	147729at5125	CM010342.1	1371773	1373664	-	0.9982	1.000
GCA_003315725.1	147732at5125	CM010342.1	1320848	1322359	-	0.9938	1.000
GCA_003315725.1	147780at5125	CM010335.1	4998218	4998954	-	0.9955	1.000
GCA_003315725.1	147785at5125	CM010338.1	2895318	2897060	+	1.0	1.000
GCA_003315725.1	147791at5125	CM010338.1	2458913	2467868	-	0.9852	1.000
GCA_003315725.1	147798at5125	CM010336.1	2651583	2655579	+	0.9954	1.000
GCA_003315725.1	147870at5125	CM010336.1	2980280	2982792	+	0.9975	1.000
GCA_003315725.1	147873at5125	CM010336.1	1460107	1464531	-	0.9969	1.000
GCA_003315725.1	147897at5125	CM010337.1	4148499	4158249	-	0.9958	1.000
GCA_003315725.1	147904at5125	CM010342.1	1802468	1804005	-	0.9976	1.000
GCA_003315725.1	147934at5125	CM010337.1	966493	967159	-	0.9951	1.000
GCA_003315725.1	147945at5125	CM010342.1	1425260	1426665	-	0.9778	1.000
GCA_003315725.1	147947at5125	CM010335.1	1814081	1815532	-	0.9978	1.000
GCA_003315725.1	147952at5125	CM010339.1	3326692	3327486	+	0.9981	1.000
GCA_003315725.1	147969at5125	CM010340.1	1109128	1109901	+	0.9922	1.000
GCA_003315725.1	147974at5125	CM010338.1	2729720	2731116	-	0.991	1.000
GCA_003315725.1	147983at5125	CM010338.1	1408154	1409740	+	0.994	1.000
GCA_003315725.1	147987at5125	CM010339.1	2726910	2728599	-	0.9962	1.000
GCA_003315725.1	147989at5125	CM010335.1	1312880	1313545	-	0.9955	1.000
GCA_003315725.1	147995at5125	CM010335.1	637669	641009	-	0.9991	1.000
GCA_003315725.1	148025at5125	CM010341.1	2575510	2576750	+	0.995	1.000
GCA_003315725.1	148036at5125	CM010337.1	1825668	1826897	-	0.9949	1.000
GCA_003315725.1	148057at5125	CM010336.1	2034900	2038139	-	0.999	1.000
GCA_003315725.1	148071at5125	CM010336.1	3887360	3889673	+	0.9957	1.000
GCA_003315725.1	148089at5125	CM010336.1	3911734	3912697	+	1.0	1.000
GCA_003315725.1	148094at5125	CM010337.1	2301011	2307463	+	0.9993	1.000
GCA_003315725.1	148115at5125	CM010340.1	1673415	1674445	-	0.9959	1.000
GCA_003315725.1	148128at5125	CM010338.1	2857224	2859025	-	0.9908	1.000
GCA_003315725.1	148132at5125	CM010341.1	1026161	1027834	-	0.998	1.000
GCA_003315725.1	148139at5125	CM010336.1	1757833	1759220	-	1.0	1.000
GCA_003315725.1	148145at5125	CM010335.1	1297611	1298274	+	1.0	1.000
GCA_003315725.1	148163at5125	CM010340.1	2629527	2630511	+	1.0	1.000
